Category,Message,TokenizedMessage,ProcessedMessage
"ham","Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",""Wa,","ur","openin","sentence","very","formal...","Anyway,","i'm","fine","too,","juz","tt","i'm","eatin","too","much","n","puttin","on","weight...Haha...","So","anythin","special","happened?"","Wa, ur openin sentenc formal... Anyway, i'm fin too, juz tt i'm eatin much n puttin weight...Haha... So anythin speci happened?"
"ham","As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",""As","I","entered","my","cabin","my","PA","said,","''","Happy","B'day","Boss","!!''.","I","felt","special.","She","askd","me","4","lunch.","After","lunch","she","invited","me","to","her","apartment.","We","went","there."","A I ent cabin PA said, '' Happy B'day Bo !!''. I felt special. Sh askd 4 lunch. Aft lunch invit apartment. W went there."
"spam","You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)","You,are,a,winner,U,have,been,specially,selected,2,receive,£1000,or,a,4*,holiday,(flights,inc),speak,to,a,live,operator,2,claim,0871277810910p/min,(18+)","You winn U speci select 2 ceiv £1000 4* holiday (flight inc) speak liv operator 2 claim 0871277810910p/min (18+)"
"ham","Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!","Goodo!,Yes,we,must,speak,friday,-,egg-potato,ratio,for,tortilla,needed!","Goodo! Y must speak friday - egg-potato ratio tortilla needed!"
"ham","Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.","Hmm...my,uncle,just,informed,me,that,he's,paying,the,school,directly.,So,pls,buy,food.","Hmm...my cl inform he' pay school directly. So pl buy food."
"spam","PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires","PRIVATE!,Your,2004,Account,Statement,for,07742676969,shows,786,unredeemed,Bonus,Points.,To,claim,call,08719180248,Identifier,Code:,45239,Expires","PRIVATE! Your 2004 Account Stat 07742676969 show 786 deem Bonu Points. To claim call 08719180248 Identifi Code: 45239 Expir"
"spam","URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",""URGENT!","Your","Mobile","No.","was","awarded","£2000","Bonus","Caller","Prize","on","5/9/03","This","is","our","final","try","to","contact","U!","Call","from","Landline","09064019788","BOX42WR29C,","150PPM"","URGENT! Your Mobil No. award £2000 Bonu Call Pr 5/9/03 Thi fin try contact U! Call Landlin 09064019788 BOX42WR29C, 150PPM"
"ham","here is my new address -apples&pairs&all that malarky","here,is,my,new,address,-apples&pairs&all,that,malarky","new addr -apples&pairs&all malarky"
"spam","Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app","Todays,Voda,numbers,ending,7548,are,selected,to,receive,a,$350,award.,If,you,have,a,match,please,call,08712300220,quoting,claim,code,4041,standard,rates,app","Today Voda numb end 7548 select ceiv $350 award. If match plea call 08712300220 quot claim cod 4041 standard rat app"
"ham","I am going to sao mu today. Will be done only at 12","I,am,going,to,sao,mu,today.,Will,be,done,only,at,12","I go sao mu today. Will don 12"
"ham","Ü predict wat time ü'll finish buying?","Ü,predict,wat,time,ü'll,finish,buying?","Ü dict wat tim ü'll finish buying?"
"ham","Good stuff, will do.",""Good","stuff,","will","do."","Good stuff, do."
"ham","Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",""Just","so","that","you","know,yetunde","hasn't","sent","money","yet.","I","just","sent","her","a","text","not","to","bother","sending.","So","its","over,","you","dont","have","to","involve","yourself","in","anything.","I","shouldn't","have","imposed","anything","on","you","in","the","first","place","so","for","that,","i","apologise."","Just know,yetund sent money yet. I sent text both sending. So , dont involv anything. I impo anyth first plac that, apologise."
"ham","Are you there in room.","Are,you,there,in,room.","Ar room."
"ham","HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx","HEY,GIRL.,HOW,R,U?,HOPE,U,R,WELL,ME,AN,DEL,R,BAK!,AGAIN,LONG,TIME,NO,C!,GIVE,ME,A,CALL,SUM,TIME,FROM,LUCYxx","HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx"
"ham","K..k:)how much does it cost?","K..k:)how,much,does,it,cost?","K..k:)how much cost?"
"ham","I'm home.","I'm,home.","I'm home."
"ham","Dear, will call Tmorrow.pls accomodate.",""Dear,","will","call","Tmorrow.pls","accomodate."","Dear, call Tmorrow.pl accomodate."
"ham","First answer my question.","First,answer,my,question.","First answ question."
"spam","Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone","Sunshine,Quiz,Wkly,Q!,Win,a,top,Sony,DVD,player,if,u,know,which,country,the,Algarve,is,in?,Txt,ansr,to,82277.,£1.50,SP:Tyrone","Sunshin Quiz Wk Q! Win top Sony DVD play u know country Algarv in? Txt ansr 82277. £1.50 SP:Tyron"
"spam","Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p","Want,2,get,laid,tonight?,Want,real,Dogging,locations,sent,direct,2,ur,mob?,Join,the,UK's,largest,Dogging,Network,bt,Txting,GRAVEL,to,69888!,Nt.,ec2a.,31p.msg@150p","Want 2 get laid tonight? Want Dogg loca sent direct 2 ur mob? Join UK' larg Dogg Network bt Txt GRAVEL 69888! Nt. ec2a. 31p.msg@150p"
"ham","I only haf msn. It's yijue@hotmail.com","I,only,haf,msn.,It's,yijue@hotmail.com","I haf msn. It' yijue@hotmail.com"
"ham","He is there. You call and meet him","He,is,there.,You,call,and,meet,him","H there. You call meet"
"ham","No no. I will check all rooms befor activities","No,no.,I,will,check,all,rooms,befor,activities","No no. I check room befor activit"
"spam","You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again","You'll,not,rcv,any,more,msgs,from,the,chat,svc.,For,FREE,Hardcore,services,text,GO,to:,69988,If,u,get,nothing,u,must,Age,Verify,with,yr,network,&,try,again","You'll rcv msg chat svc. For FREE Hardcor servic text GO to: 69988 If u get noth u must Ag Verify yr network & try"
"ham","Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...","Got,c...,I,lazy,to,type...,I,forgot,ü,in,lect...,I,saw,a,pouch,but,like,not,v,nice...","Got c... I lazy type... I forgot ü lect... I saw pouch lik v nice..."
"ham","K, text me when you're on the way",""K,","text","me","when","you're","on","the","way"","K, text way"
"ham","Sir, Waiting for your mail.",""Sir,","Waiting","for","your","mail."","Sir, Wait mail."
"ham","A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",""A","swt","thought:","""Nver","get","tired","of","doing","little","things","4","lovable","persons..""","Coz..somtimes","those","little","things","occupy","d","biggest","part","in","their","Hearts..","Gud","ni8"","A swt thought: ""Nv get tir littl th 4 lov persons.."" Coz..somtim littl th occupy gg part Hearts.. Gud ni8"
"ham","I know you are. Can you pls open the back?","I,know,you,are.,Can,you,pls,open,the,back?","I know are. Can pl open back?"
"ham","Yes see ya not on the dot","Yes,see,ya,not,on,the,dot","Y ya dot"
"ham","Whats the staff name who is taking class for us?","Whats,the,staff,name,who,is,taking,class,for,us?","What staff nam tak cla us?"
"spam","FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",""FreeMsg","Why","haven't","you","replied","to","my","text?","I'm","Randy,","sexy,","female","and","live","local.","Luv","to","hear","from","u.","Netcollex","Ltd","08700621170150p","per","msg","reply","Stop","to","end"","FreeMsg Why pli text? I'm Randy, sexy, fem liv local. Luv hear u. Netcollex Ltd 08700621170150p p msg p Stop end"
"ham","Ummma.will call after check in.our life will begin from qatar so pls pray very hard.","Ummma.will,call,after,check,in.our,life,will,begin,from,qatar,so,pls,pray,very,hard.","Ummma.will call check in.our lif begin qatar pl pray hard."
"ham","K..i deleted my contact that why?","K..i,deleted,my,contact,that,why?","K..i delet contact why?"
"ham","Sindu got job in birla soft ..","Sindu,got,job,in,birla,soft,..","Sindu got job rla soft .."
"ham","The wine is flowing and i'm i have nevering..","The,wine,is,flowing,and,i'm,i,have,nevering..","Th win flow i'm nevering.."
"ham","Yup i thk cine is better cos no need 2 go down 2 plaza mah.","Yup,i,thk,cine,is,better,cos,no,need,2,go,down,2,plaza,mah.","Yup thk cin bett co n 2 go 2 plaza mah."
"ham","Ok... Ur typical reply...","Ok...,Ur,typical,reply...","Ok... Ur typic ply..."
"ham","As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune","As,per,your,request,'Melle,Melle,(Oru,Minnaminunginte,Nurungu,Vettam)',has,been,set,as,your,callertune,for,all,Callers.,Press,*9,to,copy,your,friends,Callertune","A p qu 'Mell Mell (Oru Minnaminungint Nurungu Vettam)' set callertun Callers. Pr *9 copy friend Callertun"
"ham","You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",""You","are","everywhere","dirt,","on","the","floor,","the","windows,","even","on","my","shirt.","And","sometimes","when","i","open","my","mouth,","you","are","all","that","comes","flowing","out.","I","dream","of","my","world","without","you,","then","half","my","chores","are","out","too.","A","time","of","joy","for","me,","lots","of","tv","shows","i.ll","see.","But","i","guess","like","all","things","you","just","must","exist,","like","rain,","hail","and","mist,","and","when","my","time","here","is","done,","you","and","i","become","one."","You everywh dirt, floor, windows, even shirt. And sometim open mouth, com flow out. I dream world without you, half chor too. A tim joy me, lot tv show i.ll see. But gu lik th must exist, lik rain, hail t, tim done, becom one."
"ham","Aaooooright are you at work?","Aaooooright,are,you,at,work?","Aaooooright work?"
"ham","I'm leaving my house now...","I'm,leaving,my,house,now...","I'm leav hou now..."
"ham","Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",""Hello,","my","love.","What","are","you","doing?","Did","you","get","to","that","interview","today?","Are","you","you","happy?","Are","you","being","a","good","boy?","Do","you","think","of","me?Are","you","missing","me","?"","Hello, love. What doing? Did get view today? Ar happy? Ar good boy? Do think me?Ar ?"
"spam","Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery","Customer,service,annoncement.,You,have,a,New,Years,delivery,waiting,for,you.,Please,call,07046744435,now,to,arrange,delivery","Custom servic annoncement. You New Year delivery wait you. Plea call 07046744435 arrang delivery"
"spam","You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810","You,are,a,winner,U,have,been,specially,selected,2,receive,£1000,cash,or,a,4*,holiday,(flights,inc),speak,to,a,live,operator,2,claim,0871277810810","You winn U speci select 2 ceiv £1000 cash 4* holiday (flight inc) speak liv operator 2 claim 0871277810810"
"ham","Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life","Keep,yourself,safe,for,me,because,I,need,you,and,I,miss,you,already,and,I,envy,everyone,that,see's,you,in,real,life","Keep saf I n I already I envy everyon see' lif"
"ham","New car and house for my parents.:)i have only new job in hand:)","New,car,and,house,for,my,parents.:)i,have,only,new,job,in,hand:)","New car hou parents.:)i new job hand:)"
"ham","I'm so in love with you. I'm excited each day i spend with you. You make me so happy.","I'm,so,in,love,with,you.,I'm,excited,each,day,i,spend,with,you.,You,make,me,so,happy.","I'm lov you. I'm excit day spend you. You mak happy."
"spam","-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468","-PLS,STOP,bootydelious,(32/F),is,inviting,you,to,be,her,friend.,Reply,YES-434,or,NO-434,See,her:,www.SMS.ac/u/bootydelious,STOP?,Send,STOP,FRND,to,62468","-PLS STOP bootydeliou (32/F) invit friend. Rep YES-434 NO-434 S her: www.SMS.ac/u/bootydeliou STOP? Send STOP FRND 62468"
"spam","BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",""BangBabes","Ur","order","is","on","the","way.","U","SHOULD","receive","a","Service","Msg","2","download","UR","content.","If","U","do","not,","GoTo","wap.","bangb.","tv","on","UR","mobile","internet/service","menu"","BangBab Ur ord way. U SHOULD ceiv Servic Msg 2 download UR content. If U not, GoTo wap. bangb. tv UR mobil net/servic menu"
"ham","I place all ur points on e cultures module already.","I,place,all,ur,points,on,e,cultures,module,already.","I plac ur point cultur modul already."
"spam","URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only","URGENT!,We,are,trying,to,contact,you.,Last,weekends,draw,shows,that,you,have,won,a,£900,prize,GUARANTEED.,Call,09061701939.,Claim,code,S89.,Valid,12hrs,only","URGENT! W try contact you. Last weekend draw show £900 pr GUARANTEED. Call 09061701939. Claim cod S89. Valid 12hr"
"ham","Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",""Hi","frnd,","which","is","best","way","to","avoid","missunderstding","wit","our","beloved","one's?"","Hi frnd, b way avoid sunderstd wit belov one's?"
